# BUSCO version is: 5.1.3 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
171238at4751	Complete	k141_13489	40966	42168	+	432.6	317	https://www.orthodb.org/v10?query=171238at4751	Succinate--CoA ligase 
172113at4751	Complete	k141_17414	103622	104899	-	535.1	300	https://www.orthodb.org/v10?query=172113at4751	Eukaryotic peptide chain release factor subunit 1
172363at4751	Complete	k141_3946	37715	44851	+	335.4	1521	https://www.orthodb.org/v10?query=172363at4751	Armadillo-type fold
172966at4751	Complete	k141_718	30188	31918	-	491.7	392	https://www.orthodb.org/v10?query=172966at4751	polyubiquitin-tagged protein recognition complex, Npl4 component
173428at4751	Complete	k141_37374	146210	148201	+	496.1	458	https://www.orthodb.org/v10?query=173428at4751	Aminoacyl-tRNA synthetase, class II
173995at4751	Complete	k141_49660	164460	165500	-	233.4	264	https://www.orthodb.org/v10?query=173995at4751	Probable cytosolic iron-sulfur protein assembly protein 1
174653at4751	Complete	k141_6631	14034	15380	+	686.0	368	https://www.orthodb.org/v10?query=174653at4751	Adenosylhomocysteinase
174672at4751	Complete	k141_37374	88107	89423	-	188.1	257	https://www.orthodb.org/v10?query=174672at4751	tRNA guanosine-2'-O-methyltransferase
175136at4751	Complete	k141_16062	61733	63310	+	270.9	291	https://www.orthodb.org/v10?query=175136at4751	WD40-repeat-containing domain
175599at4751	Complete	k141_23075	146589	148586	-	83.9	205	https://www.orthodb.org/v10?query=175599at4751	SWR1-complex protein 4
176178at4751	Complete	k141_47551	3757	5100	+	356.7	322	https://www.orthodb.org/v10?query=176178at4751	putative 26S proteasome regulatory subunit rpn6
176478at4751	Complete	k141_6912	239298	240884	+	321.0	328	https://www.orthodb.org/v10?query=176478at4751	CBF-domain-containing protein
176648at4751	Complete	k141_41381	28365	29630	-	267.5	279	https://www.orthodb.org/v10?query=176648at4751	chaperone DnaJ
176748at4751	Complete	k141_49906	4333	6441	+	334.0	421	https://www.orthodb.org/v10?query=176748at4751	WD40-repeat-containing domain
179025at4751	Complete	k141_26791	62710	64068	+	179.8	247	https://www.orthodb.org/v10?query=179025at4751	Nucleotide-diphospho-sugar transferase
179437at4751	Complete	k141_36709	0	1475	+	579.6	382	https://www.orthodb.org/v10?query=179437at4751	anthranilate synthase component I
179897at4751	Complete	k141_16880	58739	60304	+	152.5	331	https://www.orthodb.org/v10?query=179897at4751	Atg6/Beclin
181890at4751	Complete	k141_1036	12763	14820	+	71.9	177	https://www.orthodb.org/v10?query=181890at4751	Putative RNA polymerase II transcription factor B subunit 1
181959at4751	Complete	k141_21590	81718	83842	-	650.9	351	https://www.orthodb.org/v10?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Complete	k141_13489	44018	46402	+	379.5	348	https://www.orthodb.org/v10?query=183720at4751	RNA helicase
183801at4751	Complete	k141_36506	105452	106462	+	120.0	119	https://www.orthodb.org/v10?query=183801at4751	DNA-directed RNA polymerase III subunit RPC6
183849at4751	Complete	k141_51582	74312	76549	+	634.9	493	https://www.orthodb.org/v10?query=183849at4751	Oligosaccharyl transferase STT3 subunit
184718at4751	Missing
184762at4751	Complete	k141_37236	259741	260949	-	591.6	318	https://www.orthodb.org/v10?query=184762at4751	26S proteasome regulatory subunit 8
185196at4751	Complete	k141_6631	20011	22458	-	192.2	497	https://www.orthodb.org/v10?query=185196at4751	Exocyst complex component SEC15
185399at4751	Complete	k141_27675	8653	10014	-	370.9	303	https://www.orthodb.org/v10?query=185399at4751	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
186138at4751	Complete	k141_37610	7111	8304	-	325.8	297	https://www.orthodb.org/v10?query=186138at4751	DNA primase
186574at4751	Complete	k141_41381	17782	19218	-	508.1	365	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186701at4751	Complete	k141_49770	23724	26390	+	432.2	722	https://www.orthodb.org/v10?query=186701at4751	Mad3/Bub1 homology region 1
187821at4751	Complete	k141_96	75140	76699	+	543.4	385	https://www.orthodb.org/v10?query=187821at4751	GMP synthase
188070at4751	Complete	k141_26791	60946	62271	-	546.6	297	https://www.orthodb.org/v10?query=188070at4751	ATPase, AAA-type, conserved site
189234at4751	Missing
189573at4751	Complete	k141_10348	191243	192841	-	310.4	253	https://www.orthodb.org/v10?query=189573at4751	Coatomer subunit delta
190183at4751	Complete	k141_27079	67905	69236	-	339.7	256	https://www.orthodb.org/v10?query=190183at4751	Prephenate dehydrogenase
190475at4751	Missing
190832at4751	Complete	k141_47700	621	2774	+	282.4	321	https://www.orthodb.org/v10?query=190832at4751	PAN2-PAN3 deadenylation complex subunit PAN3
191114at4751	Complete	k141_37094	13689	15173	-	482.7	320	https://www.orthodb.org/v10?query=191114at4751	Phenylalanyl-tRNA synthetase alpha chain
191296at4751	Missing
191310at4751	Complete	k141_33036	69609	72173	-	279.4	512	https://www.orthodb.org/v10?query=191310at4751	Vps16, C-terminal
192059at4751	Missing
192135at4751	Complete	k141_701	42088	47913	-	256.6	817	https://www.orthodb.org/v10?query=192135at4751	Rho GTPase activation protein
192452at4751	Complete	k141_49906	56090	58426	-	444.2	537	https://www.orthodb.org/v10?query=192452at4751	Dihydropteroate synthase
195619at4751	Duplicated	k141_33036	32696	34354	+	467.6	448	https://www.orthodb.org/v10?query=195619at4751	Pyridoxal phosphate-dependent transferase
195619at4751	Duplicated	k141_6912	155134	156792	-	473.6	445	https://www.orthodb.org/v10?query=195619at4751	Pyridoxal phosphate-dependent transferase
195863at4751	Complete	k141_14322	36541	39876	+	431.3	795	https://www.orthodb.org/v10?query=195863at4751	Exportin-T
196015at4751	Complete	k141_43664	21291	22694	-	642.2	379	https://www.orthodb.org/v10?query=196015at4751	putative rRNA pseudouridine synthase
196094at4751	Complete	k141_16880	76111	78123	-	253.8	498	https://www.orthodb.org/v10?query=196094at4751	Translocation protein sec63
196841at4751	Complete	k141_4008	67998	69647	-	593.1	424	https://www.orthodb.org/v10?query=196841at4751	Sulfate adenylyltransferase
197111at4751	Complete	k141_43641	82649	83965	+	527.4	314	https://www.orthodb.org/v10?query=197111at4751	Cysteine desulfurase
197612at4751	Complete	k141_96	49236	50555	-	217.7	252	https://www.orthodb.org/v10?query=197612at4751	WD40 repeat
198196at4751	Complete	k141_13489	137015	138577	+	502.3	365	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198234at4751	Complete	k141_23325	22444	26836	+	159.9	311	https://www.orthodb.org/v10?query=198234at4751	Conserved oligomeric Golgi complex subunit 3
200331at4751	Complete	k141_4008	41883	43088	+	111.5	196	https://www.orthodb.org/v10?query=200331at4751	TAP42-like protein
201591at4751	Missing
202089at4751	Complete	k141_6912	162492	163655	-	167.5	206	https://www.orthodb.org/v10?query=202089at4751	Mitochondrial import receptor subunit TOM40
202248at4751	Complete	k141_718	52893	54686	+	198.8	223	https://www.orthodb.org/v10?query=202248at4751	Amino-acid acetyltransferase, mitochondrial
203109at4751	Complete	k141_27675	169	2908	+	132.3	212	https://www.orthodb.org/v10?query=203109at4751	Protein DOM34 homolog
203710at4751	Complete	k141_23009	41965	44246	-	437.5	316	https://www.orthodb.org/v10?query=203710at4751	cytochrome oxidase assembly
204087at4751	Complete	k141_7436	52995	54116	-	543.8	335	https://www.orthodb.org/v10?query=204087at4751	Chorismate synthase
204341at4751	Complete	k141_1077	15101	17485	+	319.1	453	https://www.orthodb.org/v10?query=204341at4751	Condensin complex subunit 2
204508at4751	Complete	k141_28456	25034	26521	-	148.9	252	https://www.orthodb.org/v10?query=204508at4751	mRNA cleavage and polyadenylation factor CLP1
205479at4751	Complete	k141_3952	16411	17301	-	275.0	196	https://www.orthodb.org/v10?query=205479at4751	Cyclin-dependent kinase 7
207926at4751	Complete	k141_47579	79467	82103	+	282.8	421	https://www.orthodb.org/v10?query=207926at4751	actin-like ATPase domain-containing protein
208463at4751	Missing
209053at4751	Complete	k141_23075	89788	91167	+	427.7	316	https://www.orthodb.org/v10?query=209053at4751	serine-tRNA ligase
209619at4751	Complete	k141_23325	80538	81644	+	314.4	248	https://www.orthodb.org/v10?query=209619at4751	Threonylcarbamoyl-AMP synthase
210178at4751	Complete	k141_13489	81949	83574	-	221.5	290	https://www.orthodb.org/v10?query=210178at4751	Asparagine synthase
210462at4751	Complete	k141_13489	158676	160154	-	94.0	343	https://www.orthodb.org/v10?query=210462at4751	Kinetochore protein nuf2
210986at4751	Complete	k141_37236	42656	44308	+	232.6	268	https://www.orthodb.org/v10?query=210986at4751	FACT complex subunit POB3
211442at4751	Complete	k141_1036	82762	84468	+	226.1	222	https://www.orthodb.org/v10?query=211442at4751	endoplasmic oxidoreductin
211634at4751	Complete	k141_615	33198	34316	-	381.3	263	https://www.orthodb.org/v10?query=211634at4751	Homoisocitrate dehydrogenase
211768at4751	Complete	k141_23325	61423	62994	-	397.6	307	https://www.orthodb.org/v10?query=211768at4751	60S ribosomal export protein NMD3
212522at4751	Complete	k141_20152	44568	46232	-	294.4	293	https://www.orthodb.org/v10?query=212522at4751	Cyclin-like
212735at4751	Complete	k141_33066	104890	106404	+	418.6	328	https://www.orthodb.org/v10?query=212735at4751	zf-ZPR1-domain-containing protein
213564at4751	Complete	k141_23075	161687	163363	-	145.9	170	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
215926at4751	Complete	k141_33036	127061	128071	-	331.5	253	https://www.orthodb.org/v10?query=215926at4751	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
216270at4751	Complete	k141_34250	2005	3348	+	425.0	323	https://www.orthodb.org/v10?query=216270at4751	Rab GDP dissociation inhibitor
216661at4751	Complete	k141_51736	18420	19553	+	376.4	257	https://www.orthodb.org/v10?query=216661at4751	Cytoplasmic tRNA 2-thiolation protein 1
216683at4751	Complete	k141_4176	28441	31895	-	307.8	222	https://www.orthodb.org/v10?query=216683at4751	Phenylalanyl-tRNA synthetase
216747at4751	Complete	k141_43376	15639	17207	+	344.2	301	https://www.orthodb.org/v10?query=216747at4751	Transcription initiation factor TFIID subunit 6
216949at4751	Complete	k141_37305	69689	72316	-	135.7	330	https://www.orthodb.org/v10?query=216949at4751	Topoisomerase II-associated protein PAT1
217097at4751	Complete	k141_10348	2	1336	-	254.9	223	https://www.orthodb.org/v10?query=217097at4751	kinase-like protein
217374at4751	Complete	k141_31090	14073	15089	-	326.6	252	https://www.orthodb.org/v10?query=217374at4751	Fructose-1,6-bisphosphatase
219236at4751	Complete	k141_34250	126857	128020	+	514.3	309	https://www.orthodb.org/v10?query=219236at4751	Actin family
219492at4751	Fragmented	k141_6912	225190	226686	-	107.8	144	https://www.orthodb.org/v10?query=219492at4751	Cwf19-like, C-terminal domain-1
221926at4751	Complete	k141_33036	85791	88001	+	372.1	478	https://www.orthodb.org/v10?query=221926at4751	RNA recognition motif domain
224693at4751	Complete	k141_46750	118745	120073	+	301.2	312	https://www.orthodb.org/v10?query=224693at4751	Dol-P-Man
224775at4751	Missing
224804at4751	Complete	k141_23325	65042	66124	-	249.9	205	https://www.orthodb.org/v10?query=224804at4751	Actin-related protein 2/3 complex subunit
225321at4751	Complete	k141_10348	80638	81966	-	701.9	380	https://www.orthodb.org/v10?query=225321at4751	Actin family
225351at4751	Complete	k141_33066	12777	14138	-	191.1	221	https://www.orthodb.org/v10?query=225351at4751	Nicotinate phosphoribosyltransferase
225535at4751	Complete	k141_43641	48566	49861	-	361.7	329	https://www.orthodb.org/v10?query=225535at4751	Transcriptional adapter 2
225712at4751	Complete	k141_17414	119464	120528	+	143.8	213	https://www.orthodb.org/v10?query=225712at4751	PEBP-like protein
225820at4751	Complete	k141_32297	6075	7415	-	122.8	156	https://www.orthodb.org/v10?query=225820at4751	Putative transferase CAF17, mitochondrial
225918at4751	Complete	k141_3336	16530	19773	-	293.5	418	https://www.orthodb.org/v10?query=225918at4751	Mannosyltransferase
226810at4751	Complete	k141_19973	23002	24525	+	266.7	247	https://www.orthodb.org/v10?query=226810at4751	Bystin
227572at4751	Complete	k141_43664	15219	17372	-	297.5	235	https://www.orthodb.org/v10?query=227572at4751	WD40 repeat
228465at4751	Complete	k141_43641	46873	48138	-	152.3	187	https://www.orthodb.org/v10?query=228465at4751	Tetratricopeptide-like helical domain superfamily
228752at4751	Complete	k141_36709	217237	218718	+	271.2	355	https://www.orthodb.org/v10?query=228752at4751	Cdc37
229510at4751	Complete	k141_39793	30359	31885	+	326.7	297	https://www.orthodb.org/v10?query=229510at4751	tRNA (guanine(37)-N1)-methyltransferase
229997at4751	Complete	k141_28888	79685	81046	-	54.5	113	https://www.orthodb.org/v10?query=229997at4751	actin-like ATPase domain-containing protein
230605at4751	Complete	k141_27079	5941	8175	+	164.0	444	https://www.orthodb.org/v10?query=230605at4751	Ndc80 domain superfamily
231468at4751	Complete	k141_17414	105400	106869	+	259.0	282	https://www.orthodb.org/v10?query=231468at4751	Translation initiation factor eIF-2B subunit delta
231582at4751	Complete	k141_3438	125886	127265	-	209.9	279	https://www.orthodb.org/v10?query=231582at4751	NADPH
232698at4751	Complete	k141_4106	119634	122060	+	480.9	530	https://www.orthodb.org/v10?query=232698at4751	Protein SEY1
233287at4751	Complete	k141_28013	57833	59275	-	349.0	264	https://www.orthodb.org/v10?query=233287at4751	ATP-dependent RNA helicase DBP5
233706at4751	Complete	k141_43664	76687	77685	+	280.6	241	https://www.orthodb.org/v10?query=233706at4751	tRNA-dihydrouridine synthase
234548at4751	Complete	k141_23009	75123	80573	-	307.4	1184	https://www.orthodb.org/v10?query=234548at4751	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
234698at4751	Complete	k141_23325	56014	57969	+	352.8	353	https://www.orthodb.org/v10?query=234698at4751	P-loop containing nucleoside triphosphate hydrolase protein
235105at4751	Complete	k141_32297	55939	56967	+	292.7	291	https://www.orthodb.org/v10?query=235105at4751	UAA transporter
235463at4751	Complete	k141_26791	107425	108474	+	255.3	224	https://www.orthodb.org/v10?query=235463at4751	Eukaryotic translation initiation factor 3 subunit I
235640at4751	Complete	k141_23325	151636	152955	-	270.6	326	https://www.orthodb.org/v10?query=235640at4751	26S proteasome non-ATPase regulatory subunit 12
236504at4751	Complete	k141_1077	9654	11075	+	638.2	388	https://www.orthodb.org/v10?query=236504at4751	Protein phosphatase PP2A regulatory subunit B
237276at4751	Complete	k141_35173	72929	74455	+	402.9	351	https://www.orthodb.org/v10?query=237276at4751	Glucose-6-phosphate 1-dehydrogenase
237281at4751	Complete	k141_3946	82364	83851	+	244.0	334	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237393at4751	Complete	k141_37236	118609	120720	+	232.8	404	https://www.orthodb.org/v10?query=237393at4751	Nucleolar complex-associated protein 3
237533at4751	Complete	k141_48180	45079	46146	+	249.8	168	https://www.orthodb.org/v10?query=237533at4751	ATPase, AAA-type, conserved site
238922at4751	Complete	k141_24590	55024	57201	+	180.3	289	https://www.orthodb.org/v10?query=238922at4751	Protein kinase domain
240036at4751	Complete	k141_13489	101995	103791	-	638.6	526	https://www.orthodb.org/v10?query=240036at4751	Pescadillo homolog
240246at4751	Complete	k141_33323	208883	211804	+	175.7	319	https://www.orthodb.org/v10?query=240246at4751	Nitrogen permease regulator 3
241079at4751	Complete	k141_52220	14104	15723	-	254.7	328	https://www.orthodb.org/v10?query=241079at4751	Adenylyl cyclase-associated protein
241483at4751	Complete	k141_3438	87390	88886	+	452.5	389	https://www.orthodb.org/v10?query=241483at4751	WD40-repeat-containing domain
241586at4751	Complete	k141_26527	18663	20093	-	401.7	379	https://www.orthodb.org/v10?query=241586at4751	WD40-repeat-containing domain
241860at4751	Complete	k141_49222	11503	12756	-	402.0	292	https://www.orthodb.org/v10?query=241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
243015at4751	Complete	k141_33412	25629	27104	-	322.0	371	https://www.orthodb.org/v10?query=243015at4751	Ubiquitin specific protease, conserved site
244066at4751	Complete	k141_34250	307	1641	+	407.9	293	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
245480at4751	Complete	k141_36709	71087	72931	-	413.0	503	https://www.orthodb.org/v10?query=245480at4751	Replication protein A subunit
245900at4751	Complete	k141_32297	27121	28368	+	374.5	313	https://www.orthodb.org/v10?query=245900at4751	Phosphoglycerate kinase
246207at4751	Complete	k141_49660	148088	148966	-	256.3	201	https://www.orthodb.org/v10?query=246207at4751	WD40-repeat-containing domain
246951at4751	Complete	k141_816	15986	17734	-	298.3	370	https://www.orthodb.org/v10?query=246951at4751	WD40-repeat-containing domain
247065at4751	Complete	k141_6884	65649	67088	+	99.9	429	https://www.orthodb.org/v10?query=247065at4751	SNU66/SART1 family
247129at4751	Complete	k141_6912	227545	229299	-	451.7	306	https://www.orthodb.org/v10?query=247129at4751	kinase-like protein
247383at4751	Complete	k141_28013	67460	68746	-	85.1	207	https://www.orthodb.org/v10?query=247383at4751	Elongator complex protein 4
248360at4751	Complete	k141_23009	99517	102009	+	299.6	444	https://www.orthodb.org/v10?query=248360at4751	3'-5' exonuclease activity
251158at4751	Complete	k141_47579	29953	31017	-	457.8	267	https://www.orthodb.org/v10?query=251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase
251613at4751	Complete	k141_43376	2275	3654	-	293.8	236	https://www.orthodb.org/v10?query=251613at4751	AFG1-like ATPase
252314at4751	Missing
252469at4751	Complete	k141_33175	16369	17568	-	284.3	248	https://www.orthodb.org/v10?query=252469at4751	Phosphatidate cytidylyltransferase
254717at4751	Complete	k141_16880	56156	57187	+	301.7	245	https://www.orthodb.org/v10?query=254717at4751	ATPase GET3
255378at4751	Missing
255412at4751	Complete	k141_32297	63109	64173	-	414.5	291	https://www.orthodb.org/v10?query=255412at4751	Pre-mRNA-splicing factor prp46
256318at4751	Missing
256914at4751	Complete	k141_30990	120114	121334	+	286.0	306	https://www.orthodb.org/v10?query=256914at4751	Mitochondrial import inner membrane translocase subunit TIM44
257330at4751	Complete	k141_33323	69641	70882	-	304.9	258	https://www.orthodb.org/v10?query=257330at4751	Mitochondrial import inner membrane translocase subunit TIM50
258245at4751	Complete	k141_9854	81643	82923	+	558.3	348	https://www.orthodb.org/v10?query=258245at4751	tryptophanyl-tRNA synthetase
258762at4751	Complete	k141_4106	76150	77223	+	137.2	179	https://www.orthodb.org/v10?query=258762at4751	Ribonuclease III
259060at4751	Complete	k141_32297	59080	60846	-	426.1	397	https://www.orthodb.org/v10?query=259060at4751	Phospholipid
259444at4751	Complete	k141_37067	166046	167494	-	140.7	324	https://www.orthodb.org/v10?query=259444at4751	WD40-repeat-containing domain
259700at4751	Complete	k141_4106	14686	15780	-	194.7	219	https://www.orthodb.org/v10?query=259700at4751	RNA 3'-terminal phosphate cyclase
259883at4751	Complete	k141_28013	26688	27710	+	59.4	96	https://www.orthodb.org/v10?query=259883at4751	Zinc finger, CCCH-type
260251at4751	Complete	k141_43664	118858	119748	-	305.3	221	https://www.orthodb.org/v10?query=260251at4751	ATP phosphoribosyltransferase
260722at4751	Complete	k141_36506	1669	2781	-	342.5	214	https://www.orthodb.org/v10?query=260722at4751	Deoxyhypusine synthase
260896at4751	Complete	k141_615	10930	12690	+	120.9	183	https://www.orthodb.org/v10?query=260896at4751	Cyclin-like
261237at4751	Complete	k141_96	44988	47393	-	363.7	393	https://www.orthodb.org/v10?query=261237at4751	anaphase-promoting complex subunit 6
262317at4751	Complete	k141_43376	27351	28376	+	320.5	270	https://www.orthodb.org/v10?query=262317at4751	Transcription factor TFIIB
263390at4751	Complete	k141_16880	74019	75788	+	309.0	332	https://www.orthodb.org/v10?query=263390at4751	RNA polymerase II transcription factor B subunit 2
264038at4751	Complete	k141_30990	39442	42924	-	356.2	369	https://www.orthodb.org/v10?query=264038at4751	KEN domain
264164at4751	Complete	k141_10059	26189	28048	-	256.2	354	https://www.orthodb.org/v10?query=264164at4751	Ankyrin repeat-containing domain
265302at4751	Complete	k141_4176	15489	16484	-	204.4	221	https://www.orthodb.org/v10?query=265302at4751	Nuclear protein SNF4
265325at4751	Missing
266634at4751	Complete	k141_9854	48735	50282	+	433.3	349	https://www.orthodb.org/v10?query=266634at4751	SH3 domain
267556at4751	Complete	k141_27079	3953	5350	-	124.9	151	https://www.orthodb.org/v10?query=267556at4751	Mitochondrial matrix Mmp37
269389at4751	Complete	k141_6884	100706	101764	-	398.5	306	https://www.orthodb.org/v10?query=269389at4751	V-type proton ATPase subunit
269580at4751	Complete	k141_36813	31786	32961	-	337.1	327	https://www.orthodb.org/v10?query=269580at4751	Protein HGH1 N-terminal
269939at4751	Complete	k141_6902	11005	12861	+	181.3	395	https://www.orthodb.org/v10?query=269939at4751	Winged helix-like DNA-binding domain superfamily
271511at4751	Complete	k141_615	31621	33084	+	157.4	160	https://www.orthodb.org/v10?query=271511at4751	25S rRNA (Cytosine-C(5))-methyltransferase rcm1
271781at4751	Complete	k141_96	26154	27656	-	50.5	243	https://www.orthodb.org/v10?query=271781at4751	CTLH, C-terminal LisH motif
271850at4751	Complete	k141_6884	128760	130640	+	120.1	226	https://www.orthodb.org/v10?query=271850at4751	N-acetylglucosaminyl transferase component
272081at4751	Complete	k141_37236	222377	223258	-	78.3	128	https://www.orthodb.org/v10?query=272081at4751	ribosomal protein S5 domain 2-like protein
272711at4751	Complete	k141_23009	97861	99054	-	197.5	242	https://www.orthodb.org/v10?query=272711at4751	Putative 26S proteasome regulatory subunit rpn9
273469at4751	Complete	k141_52220	20734	22023	+	224.9	244	https://www.orthodb.org/v10?query=273469at4751	tRNA (Adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6
274828at4751	Complete	k141_816	37324	38844	+	266.3	303	https://www.orthodb.org/v10?query=274828at4751	GPI-anchored wall transfer protein
276205at4751	Complete	k141_16062	23488	24501	+	331.7	213	https://www.orthodb.org/v10?query=276205at4751	Serine/threonine-protein phosphatase
278643at4751	Complete	k141_30091	25879	29087	-	171.4	338	https://www.orthodb.org/v10?query=278643at4751	Phosphatidylinositol-glycan biosynthesis class S protein
279020at4751	Complete	k141_52220	23375	24811	-	225.7	200	https://www.orthodb.org/v10?query=279020at4751	alpha-L RNA-binding motif-containing protein
280937at4751	Complete	k141_6912	29711	30682	+	293.7	222	https://www.orthodb.org/v10?query=280937at4751	S-methyl-5'-thioadenosine phosphorylase
281299at4751	Complete	k141_4623	356	3286	-	236.9	292	https://www.orthodb.org/v10?query=281299at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
281726at4751	Complete	k141_3952	10063	10839	+	251.1	163	https://www.orthodb.org/v10?query=281726at4751	Proteasome subunit beta type
281920at4751	Complete	k141_1556	26698	28174	+	396.9	293	https://www.orthodb.org/v10?query=281920at4751	tRNA pseudouridine synthase
282059at4751	Complete	k141_28494	11714	12823	-	466.6	283	https://www.orthodb.org/v10?query=282059at4751	Pyruvate dehydrogenase E1 component subunit beta
282964at4751	Complete	k141_13489	88179	89183	+	186.5	201	https://www.orthodb.org/v10?query=282964at4751	Gtr1/RagA G protein
283177at4751	Complete	k141_6912	245137	246177	+	186.4	209	https://www.orthodb.org/v10?query=283177at4751	adenosylmethionine decarboxylase
284127at4751	Complete	k141_9854	27021	28148	+	479.1	293	https://www.orthodb.org/v10?query=284127at4751	S-adenosylmethionine synthase
284176at4751	Complete	k141_36709	194285	195388	-	121.3	141	https://www.orthodb.org/v10?query=284176at4751	Pseudouridine synthase
284287at4751	Complete	k141_16062	46325	48391	+	363.0	455	https://www.orthodb.org/v10?query=284287at4751	Pseudouridine synthase
284377at4751	Complete	k141_7436	41926	44808	-	575.0	589	https://www.orthodb.org/v10?query=284377at4751	Serine/threonine-protein kinase, active site
285254at4751	Complete	k141_14322	214997	216568	+	297.7	225	https://www.orthodb.org/v10?query=285254at4751	Glutamyl-tRNA synthetase
285477at4751	Complete	k141_19223	24253	24969	-	153.9	134	https://www.orthodb.org/v10?query=285477at4751	RNA polymerase II subunit A
285977at4751	Complete	k141_6884	39451	40773	+	209.9	214	https://www.orthodb.org/v10?query=285977at4751	Mitochondrial import inner membrane translocase subunit tim54
289666at4751	Complete	k141_10059	39820	40725	-	226.8	186	https://www.orthodb.org/v10?query=289666at4751	Diphthine synthase
289686at4751	Complete	k141_4008	18481	19341	+	42.7	62	https://www.orthodb.org/v10?query=289686at4751	Nucleotide exchange factor Fes1
290314at4751	Complete	k141_46750	160944	165216	+	407.0	315	https://www.orthodb.org/v10?query=290314at4751	Ribosomal protein L4/L1e
290471at4751	Complete	k141_33036	96674	98137	-	68.2	141	https://www.orthodb.org/v10?query=290471at4751	Rmd5
291828at4751	Complete	k141_6515	76762	78054	+	106.1	168	https://www.orthodb.org/v10?query=291828at4751	Protein phosphatase methylesterase 1
292336at4751	Complete	k141_33036	30601	31965	+	370.5	322	https://www.orthodb.org/v10?query=292336at4751	Glycylpeptide N-tetradecanoyltransferase
292418at4751	Complete	k141_7277	6573	8087	-	652.7	437	https://www.orthodb.org/v10?query=292418at4751	Pyruvate kinase
293405at4751	Complete	k141_51736	34506	35603	-	392.0	241	https://www.orthodb.org/v10?query=293405at4751	Lipoyl synthase, mitochondrial
295692at4751	Complete	k141_33323	72393	73469	+	26.7	85	https://www.orthodb.org/v10?query=295692at4751	Transcription initiation factor IIE subunit beta
295937at4751	Complete	k141_9854	10639	11688	+	287.6	209	https://www.orthodb.org/v10?query=295937at4751	KRR1 small subunit processome component
296024at4751	Complete	k141_16880	4343	5434	+	391.3	318	https://www.orthodb.org/v10?query=296024at4751	Translation initiation factor eIF-2B subunit beta
296643at4751	Complete	k141_20285	24163	24951	-	181.8	190	https://www.orthodb.org/v10?query=296643at4751	Ribosomal protein S5 domain 2-type fold
297145at4751	Complete	k141_43664	30714	32297	+	98.6	252	https://www.orthodb.org/v10?query=297145at4751	TRAUB-domain-containing protein
297671at4751	Complete	k141_6884	222326	223825	-	254.0	237	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
298335at4751	Complete	k141_23325	142779	144701	+	485.9	563	https://www.orthodb.org/v10?query=298335at4751	GPI transamidase component GAA1
298379at4751	Complete	k141_43641	20664	21491	-	86.6	119	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
299054at4751	Complete	k141_33880	17218	18345	+	166.0	237	https://www.orthodb.org/v10?query=299054at4751	SNARE
299330at4751	Complete	k141_43376	36530	37765	+	167.1	164	https://www.orthodb.org/v10?query=299330at4751	Exoribonuclease, phosphorolytic domain 1
299509at4751	Complete	k141_23075	131141	132214	-	415.2	295	https://www.orthodb.org/v10?query=299509at4751	Uroporphyrinogen decarboxylase
299559at4751	Complete	k141_49785	26096	27118	-	258.5	237	https://www.orthodb.org/v10?query=299559at4751	Ribosome production factor 2
299583at4751	Complete	k141_6515	55681	56769	+	110.3	127	https://www.orthodb.org/v10?query=299583at4751	Gtr1/RagA G protein
299611at4751	Complete	k141_46750	22125	23522	+	175.2	243	https://www.orthodb.org/v10?query=299611at4751	WD40-repeat-containing domain
300016at4751	Complete	k141_23325	66449	67387	+	380.0	229	https://www.orthodb.org/v10?query=300016at4751	26S proteasome non-ATPase regulatory subunit 14
300216at4751	Complete	k141_28456	16448	17719	-	442.5	341	https://www.orthodb.org/v10?query=300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
302127at4751	Complete	k141_31090	111556	113265	+	205.5	277	https://www.orthodb.org/v10?query=302127at4751	Integral membrane protein
304341at4751	Complete	k141_10087	57038	57919	-	266.0	187	https://www.orthodb.org/v10?query=304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
