# BUSCO version is: 5.1.3 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
179025at4751	Complete	k141_40684	54883	56166	-	185.1	228	https://www.orthodb.org/v10?query=179025at4751	Nucleotide-diphospho-sugar transferase
179437at4751	Complete	k141_48150	27524	29029	+	583.6	390	https://www.orthodb.org/v10?query=179437at4751	anthranilate synthase component I
179897at4751	Complete	k141_27641	101710	103104	-	191.8	264	https://www.orthodb.org/v10?query=179897at4751	Atg6/Beclin
181890at4751	Missing
181959at4751	Complete	k141_15687	58283	59572	-	646.5	352	https://www.orthodb.org/v10?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Complete	k141_5779	64486	66570	-	408.9	370	https://www.orthodb.org/v10?query=183720at4751	RNA helicase
183801at4751	Missing
183849at4751	Missing
184718at4751	Complete	k141_17245	144130	146820	-	560.4	709	https://www.orthodb.org/v10?query=184718at4751	Pre-mRNA-processing factor 6
184762at4751	Missing
185196at4751	Complete	k141_26550	138630	140912	-	209.4	473	https://www.orthodb.org/v10?query=185196at4751	Exocyst complex component SEC15
185399at4751	Missing
186138at4751	Complete	k141_3166	55989	57212	-	357.6	304	https://www.orthodb.org/v10?query=186138at4751	DNA primase
186574at4751	Complete	k141_47159	32459	33901	+	519.3	365	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186701at4751	Missing
187821at4751	Complete	k141_26550	158846	160420	+	566.0	384	https://www.orthodb.org/v10?query=187821at4751	GMP synthase
188070at4751	Complete	k141_40684	56283	57584	+	542.0	297	https://www.orthodb.org/v10?query=188070at4751	ATPase, AAA-type, conserved site
189234at4751	Missing
189573at4751	Complete	k141_3068	26691	28205	-	311.1	265	https://www.orthodb.org/v10?query=189573at4751	Coatomer subunit delta
190183at4751	Complete	k141_48150	76004	77329	-	342.0	256	https://www.orthodb.org/v10?query=190183at4751	Prephenate dehydrogenase
190475at4751	Complete	k141_12626	264	2354	+	447.9	464	https://www.orthodb.org/v10?query=190475at4751	digestive organ expansion factor
190832at4751	Complete	k141_748	25236	27149	+	263.8	321	https://www.orthodb.org/v10?query=190832at4751	PAN2-PAN3 deadenylation complex subunit PAN3
191114at4751	Complete	k141_19461	101659	103149	+	484.9	320	https://www.orthodb.org/v10?query=191114at4751	Phenylalanyl-tRNA synthetase alpha chain
191296at4751	Complete	k141_16672	16241	18379	-	204.0	513	https://www.orthodb.org/v10?query=191296at4751	Nuclear pore protein 84/107
191310at4751	Missing
192059at4751	Complete	k141_51310	33546	35258	+	182.7	268	https://www.orthodb.org/v10?query=192059at4751	P-loop containing nucleoside triphosphate hydrolase protein
192135at4751	Missing
192452at4751	Complete	k141_31899	44846	47332	+	447.2	539	https://www.orthodb.org/v10?query=192452at4751	Dihydropteroate synthase
195619at4751	Complete	k141_16069	62935	64578	+	523.2	450	https://www.orthodb.org/v10?query=195619at4751	Pyridoxal phosphate-dependent transferase
195863at4751	Complete	k141_666	5887	8928	-	651.5	820	https://www.orthodb.org/v10?query=195863at4751	Exportin-T
196015at4751	Complete	k141_6907	205573	206964	+	651.5	384	https://www.orthodb.org/v10?query=196015at4751	putative rRNA pseudouridine synthase
196094at4751	Complete	k141_40684	39508	41415	+	268.2	462	https://www.orthodb.org/v10?query=196094at4751	Translocation protein sec63
196841at4751	Missing
197111at4751	Missing
197612at4751	Complete	k141_748	13179	14357	+	245.6	257	https://www.orthodb.org/v10?query=197612at4751	WD40 repeat
198196at4751	Missing
198234at4751	Complete	k141_5330	60120	62303	-	200.7	328	https://www.orthodb.org/v10?query=198234at4751	Conserved oligomeric Golgi complex subunit 3
200331at4751	Missing
201591at4751	Missing
202089at4751	Complete	k141_31279	179808	180962	-	216.2	218	https://www.orthodb.org/v10?query=202089at4751	Mitochondrial import receptor subunit TOM40
202248at4751	Complete	k141_52179	50035	51510	+	176.5	251	https://www.orthodb.org/v10?query=202248at4751	Amino-acid acetyltransferase, mitochondrial
203109at4751	Complete	k141_31899	2219	6135	-	137.6	242	https://www.orthodb.org/v10?query=203109at4751	Protein DOM34 homolog
203710at4751	Missing
204087at4751	Complete	k141_18481	84458	85585	-	530.8	322	https://www.orthodb.org/v10?query=204087at4751	Chorismate synthase
204341at4751	Duplicated	k141_42321	319130	321097	+	359.4	428	https://www.orthodb.org/v10?query=204341at4751	Condensin complex subunit 2
204341at4751	Duplicated	k141_44997	77391	79535	-	405.5	489	https://www.orthodb.org/v10?query=204341at4751	Condensin complex subunit 2
204508at4751	Complete	k141_16069	320561	321853	+	207.9	252	https://www.orthodb.org/v10?query=204508at4751	mRNA cleavage and polyadenylation factor CLP1
205479at4751	Complete	k141_17245	52608	53522	-	284.7	196	https://www.orthodb.org/v10?query=205479at4751	Cyclin-dependent kinase 7
207926at4751	Complete	k141_17032	68343	70952	+	355.1	536	https://www.orthodb.org/v10?query=207926at4751	actin-like ATPase domain-containing protein
208463at4751	Complete	k141_6907	139463	141451	-	371.6	481	https://www.orthodb.org/v10?query=208463at4751	Pre-mRNA-splicing factor CLF1
209053at4751	Complete	k141_47159	897	2270	-	436.6	312	https://www.orthodb.org/v10?query=209053at4751	serine-tRNA ligase
209619at4751	Missing
210178at4751	Complete	k141_3512	12513	14108	+	217.6	282	https://www.orthodb.org/v10?query=210178at4751	Asparagine synthase
210462at4751	Complete	k141_52585	104942	106249	+	103.2	323	https://www.orthodb.org/v10?query=210462at4751	Kinetochore protein nuf2
210986at4751	Complete	k141_16069	68096	69691	-	249.3	280	https://www.orthodb.org/v10?query=210986at4751	FACT complex subunit POB3
211442at4751	Complete	k141_20094	139601	141013	+	202.3	219	https://www.orthodb.org/v10?query=211442at4751	endoplasmic oxidoreductin
211634at4751	Missing
211768at4751	Complete	k141_10090	296199	297737	-	401.4	307	https://www.orthodb.org/v10?query=211768at4751	60S ribosomal export protein NMD3
212522at4751	Complete	k141_45424	10582	12228	-	301.6	291	https://www.orthodb.org/v10?query=212522at4751	Cyclin-like
212735at4751	Complete	k141_47159	178418	179938	+	416.1	335	https://www.orthodb.org/v10?query=212735at4751	zf-ZPR1-domain-containing protein
213564at4751	Complete	k141_52179	51755	52747	-	168.2	184	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
215926at4751	Missing
216270at4751	Missing
216661at4751	Complete	k141_45424	41101	42210	+	380.7	247	https://www.orthodb.org/v10?query=216661at4751	Cytoplasmic tRNA 2-thiolation protein 1
216683at4751	Complete	k141_3903	38577	41749	-	335.6	228	https://www.orthodb.org/v10?query=216683at4751	Phenylalanyl-tRNA synthetase
216747at4751	Complete	k141_16069	184725	186170	+	368.2	295	https://www.orthodb.org/v10?query=216747at4751	Transcription initiation factor TFIID subunit 6
216949at4751	Complete	k141_18481	221819	224176	+	162.1	259	https://www.orthodb.org/v10?query=216949at4751	Topoisomerase II-associated protein PAT1
217097at4751	Complete	k141_31279	166982	168262	+	282.8	235	https://www.orthodb.org/v10?query=217097at4751	kinase-like protein
217374at4751	Complete	k141_33231	12495	13502	+	328.8	243	https://www.orthodb.org/v10?query=217374at4751	Fructose-1,6-bisphosphatase
219236at4751	Complete	k141_14836	3352	6840	-	514.0	308	https://www.orthodb.org/v10?query=219236at4751	Actin family
219492at4751	Complete	k141_5779	4130	10117	+	101.3	181	https://www.orthodb.org/v10?query=219492at4751	Cwf19-like, C-terminal domain-1
221926at4751	Complete	k141_26453	169419	171476	+	377.1	464	https://www.orthodb.org/v10?query=221926at4751	RNA recognition motif domain
224693at4751	Complete	k141_13458	109024	110175	+	313.0	286	https://www.orthodb.org/v10?query=224693at4751	Dol-P-Man
224775at4751	Complete	k141_3903	42831	43941	-	311.2	264	https://www.orthodb.org/v10?query=224775at4751	P-loop containing nucleoside triphosphate hydrolase protein
224804at4751	Complete	k141_47159	29031	30092	-	256.3	187	https://www.orthodb.org/v10?query=224804at4751	Actin-related protein 2/3 complex subunit
225321at4751	Complete	k141_1091	13153	14415	+	707.4	373	https://www.orthodb.org/v10?query=225321at4751	Actin family
225351at4751	Complete	k141_27641	88863	90107	+	218.2	239	https://www.orthodb.org/v10?query=225351at4751	Nicotinate phosphoribosyltransferase
225535at4751	Complete	k141_52179	94538	95860	-	387.1	329	https://www.orthodb.org/v10?query=225535at4751	Transcriptional adapter 2
225712at4751	Complete	k141_31279	235252	236385	-	119.5	232	https://www.orthodb.org/v10?query=225712at4751	PEBP-like protein
225820at4751	Complete	k141_16069	538639	540012	-	168.0	208	https://www.orthodb.org/v10?query=225820at4751	Putative transferase CAF17, mitochondrial
225918at4751	Complete	k141_10090	145436	147058	-	348.9	369	https://www.orthodb.org/v10?query=225918at4751	Mannosyltransferase
226810at4751	Complete	k141_21099	155719	157143	-	286.6	231	https://www.orthodb.org/v10?query=226810at4751	Bystin
227572at4751	Complete	k141_6907	209407	210306	+	316.2	228	https://www.orthodb.org/v10?query=227572at4751	WD40 repeat
228465at4751	Complete	k141_52179	92005	93246	+	155.8	174	https://www.orthodb.org/v10?query=228465at4751	Tetratricopeptide-like helical domain superfamily
228752at4751	Complete	k141_52721	124033	125508	+	243.0	305	https://www.orthodb.org/v10?query=228752at4751	Cdc37
229510at4751	Missing
229997at4751	Missing
230605at4751	Complete	k141_10090	280915	282978	-	186.9	455	https://www.orthodb.org/v10?query=230605at4751	Ndc80 domain superfamily
231468at4751	Complete	k141_16069	365560	366981	+	257.7	296	https://www.orthodb.org/v10?query=231468at4751	Translation initiation factor eIF-2B subunit delta
231582at4751	Complete	k141_10090	240041	241381	+	245.3	278	https://www.orthodb.org/v10?query=231582at4751	NADPH
232698at4751	Complete	k141_29249	12390	14507	-	377.6	423	https://www.orthodb.org/v10?query=232698at4751	Protein SEY1
233287at4751	Missing
233706at4751	Complete	k141_20094	157194	158200	+	277.7	250	https://www.orthodb.org/v10?query=233706at4751	tRNA-dihydrouridine synthase
234548at4751	Complete	k141_34611	53710	58554	-	432.8	1217	https://www.orthodb.org/v10?query=234548at4751	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
234698at4751	Complete	k141_17245	116	1774	+	363.9	352	https://www.orthodb.org/v10?query=234698at4751	P-loop containing nucleoside triphosphate hydrolase protein
235105at4751	Missing
235463at4751	Complete	k141_48150	93822	94862	-	276.0	225	https://www.orthodb.org/v10?query=235463at4751	Eukaryotic translation initiation factor 3 subunit I
235640at4751	Complete	k141_44997	97209	98600	-	328.0	324	https://www.orthodb.org/v10?query=235640at4751	26S proteasome non-ATPase regulatory subunit 12
236504at4751	Complete	k141_48150	29306	30667	+	614.9	381	https://www.orthodb.org/v10?query=236504at4751	Protein phosphatase PP2A regulatory subunit B
237276at4751	Complete	k141_31279	26422	27897	-	423.5	353	https://www.orthodb.org/v10?query=237276at4751	Glucose-6-phosphate 1-dehydrogenase
237281at4751	Complete	k141_27641	176717	178216	+	271.4	237	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237393at4751	Complete	k141_42321	162307	164304	+	215.3	396	https://www.orthodb.org/v10?query=237393at4751	Nucleolar complex-associated protein 3
237533at4751	Complete	k141_18481	53607	54731	-	256.1	168	https://www.orthodb.org/v10?query=237533at4751	ATPase, AAA-type, conserved site
238922at4751	Missing
240036at4751	Complete	k141_18481	4243	6024	-	647.7	512	https://www.orthodb.org/v10?query=240036at4751	Pescadillo homolog
240246at4751	Complete	k141_6907	160527	162404	-	210.1	356	https://www.orthodb.org/v10?query=240246at4751	Nitrogen permease regulator 3
241079at4751	Missing
241483at4751	Complete	k141_42321	277469	279046	+	449.0	405	https://www.orthodb.org/v10?query=241483at4751	WD40-repeat-containing domain
241586at4751	Complete	k141_47159	113352	114851	+	417.6	370	https://www.orthodb.org/v10?query=241586at4751	WD40-repeat-containing domain
241860at4751	Complete	k141_875	160110	161327	-	411.3	289	https://www.orthodb.org/v10?query=241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
243015at4751	Complete	k141_17245	201451	202857	-	319.0	372	https://www.orthodb.org/v10?query=243015at4751	Ubiquitin specific protease, conserved site
244066at4751	Complete	k141_18481	176550	177854	+	403.4	307	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
245480at4751	Complete	k141_27641	3276	5060	+	454.8	400	https://www.orthodb.org/v10?query=245480at4751	Replication protein A subunit
245900at4751	Complete	k141_21099	135573	136817	+	381.2	313	https://www.orthodb.org/v10?query=245900at4751	Phosphoglycerate kinase
246207at4751	Complete	k141_11321	42547	45892	+	233.5	200	https://www.orthodb.org/v10?query=246207at4751	WD40-repeat-containing domain
246951at4751	Complete	k141_17245	136874	138499	-	327.3	365	https://www.orthodb.org/v10?query=246951at4751	WD40-repeat-containing domain
247065at4751	Complete	k141_33640	1955	3739	+	205.1	474	https://www.orthodb.org/v10?query=247065at4751	SNU66/SART1 family
247129at4751	Complete	k141_5779	10121	11881	-	416.0	299	https://www.orthodb.org/v10?query=247129at4751	kinase-like protein
247383at4751	Complete	k141_6907	67231	68439	-	103.5	257	https://www.orthodb.org/v10?query=247383at4751	Elongator complex protein 4
248360at4751	Missing
251158at4751	Complete	k141_17245	180526	181635	+	461.7	269	https://www.orthodb.org/v10?query=251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase
251613at4751	Complete	k141_41292	15492	16973	+	296.9	244	https://www.orthodb.org/v10?query=251613at4751	AFG1-like ATPase
252314at4751	Missing
252469at4751	Complete	k141_41292	7072	8253	+	291.1	249	https://www.orthodb.org/v10?query=252469at4751	Phosphatidate cytidylyltransferase
254717at4751	Missing
255378at4751	Complete	k141_16069	512778	514040	-	282.9	309	https://www.orthodb.org/v10?query=255378at4751	WD40-repeat-containing domain
255412at4751	Complete	k141_16069	297181	298224	+	493.4	297	https://www.orthodb.org/v10?query=255412at4751	Pre-mRNA-splicing factor prp46
256318at4751	Complete	k141_15687	55587	56912	+	427.2	358	https://www.orthodb.org/v10?query=256318at4751	WD40-repeat-containing domain
256914at4751	Complete	k141_51081	37163	38389	+	306.3	307	https://www.orthodb.org/v10?query=256914at4751	Mitochondrial import inner membrane translocase subunit TIM44
257330at4751	Complete	k141_42321	150200	151471	+	303.6	264	https://www.orthodb.org/v10?query=257330at4751	Mitochondrial import inner membrane translocase subunit TIM50
258245at4751	Complete	k141_10230	53602	54819	+	546.8	348	https://www.orthodb.org/v10?query=258245at4751	tryptophanyl-tRNA synthetase
258762at4751	Complete	k141_3166	98917	99783	-	145.4	184	https://www.orthodb.org/v10?query=258762at4751	Ribonuclease III
259060at4751	Complete	k141_31279	185603	187387	-	426.4	396	https://www.orthodb.org/v10?query=259060at4751	Phospholipid
259444at4751	Complete	k141_21995	56818	58086	+	135.3	219	https://www.orthodb.org/v10?query=259444at4751	WD40-repeat-containing domain
259700at4751	Complete	k141_29249	44012	45100	+	212.3	216	https://www.orthodb.org/v10?query=259700at4751	RNA 3'-terminal phosphate cyclase
259883at4751	Complete	k141_16069	239558	240163	+	64.4	95	https://www.orthodb.org/v10?query=259883at4751	Zinc finger, CCCH-type
260251at4751	Complete	k141_18481	159618	160508	-	309.5	228	https://www.orthodb.org/v10?query=260251at4751	ATP phosphoribosyltransferase
260722at4751	Complete	k141_147	88	1218	+	340.5	214	https://www.orthodb.org/v10?query=260722at4751	Deoxyhypusine synthase
260896at4751	Complete	k141_48150	22576	23391	-	127.2	152	https://www.orthodb.org/v10?query=260896at4751	Cyclin-like
261237at4751	Complete	k141_748	16874	18850	+	376.4	405	https://www.orthodb.org/v10?query=261237at4751	anaphase-promoting complex subunit 6
262317at4751	Complete	k141_5330	106346	107368	+	327.8	275	https://www.orthodb.org/v10?query=262317at4751	Transcription factor TFIIB
263390at4751	Complete	k141_27641	122252	123762	-	337.9	330	https://www.orthodb.org/v10?query=263390at4751	RNA polymerase II transcription factor B subunit 2
264038at4751	Complete	k141_42652	44947	48330	-	345.6	417	https://www.orthodb.org/v10?query=264038at4751	KEN domain
264164at4751	Complete	k141_8523	103077	104852	-	333.9	430	https://www.orthodb.org/v10?query=264164at4751	Ankyrin repeat-containing domain
265302at4751	Complete	k141_16069	173889	174803	-	233.9	227	https://www.orthodb.org/v10?query=265302at4751	Nuclear protein SNF4
265325at4751	Complete	k141_16069	573301	574362	+	224.8	312	https://www.orthodb.org/v10?query=265325at4751	ubiquinol-cytochrome c reductase core subunit 2
266634at4751	Complete	k141_11321	19947	21405	-	423.4	322	https://www.orthodb.org/v10?query=266634at4751	SH3 domain
267556at4751	Complete	k141_17032	51838	52908	-	136.0	151	https://www.orthodb.org/v10?query=267556at4751	Mitochondrial matrix Mmp37
269389at4751	Complete	k141_44997	10271	11302	+	457.1	306	https://www.orthodb.org/v10?query=269389at4751	V-type proton ATPase subunit
269580at4751	Complete	k141_31279	49185	50282	+	333.2	300	https://www.orthodb.org/v10?query=269580at4751	Protein HGH1 N-terminal
269939at4751	Complete	k141_47538	49889	51622	+	222.1	365	https://www.orthodb.org/v10?query=269939at4751	Winged helix-like DNA-binding domain superfamily
271511at4751	Fragmented	k141_10230	5066	5848	-	46.5	104	https://www.orthodb.org/v10?query=271511at4751	25S rRNA (Cytosine-C(5))-methyltransferase rcm1
271781at4751	Complete	k141_45201	39237	40487	+	108.3	256	https://www.orthodb.org/v10?query=271781at4751	CTLH, C-terminal LisH motif
271850at4751	Complete	k141_47159	186744	188606	+	154.6	179	https://www.orthodb.org/v10?query=271850at4751	N-acetylglucosaminyl transferase component
272081at4751	Complete	k141_17245	60796	61575	+	78.9	99	https://www.orthodb.org/v10?query=272081at4751	ribosomal protein S5 domain 2-like protein
272711at4751	Complete	k141_26550	66306	67454	-	218.2	230	https://www.orthodb.org/v10?query=272711at4751	Putative 26S proteasome regulatory subunit rpn9
273469at4751	Missing
274828at4751	Complete	k141_3520	21542	23005	+	280.3	295	https://www.orthodb.org/v10?query=274828at4751	GPI-anchored wall transfer protein
276205at4751	Complete	k141_52721	163093	163989	-	362.3	212	https://www.orthodb.org/v10?query=276205at4751	Serine/threonine-protein phosphatase
278643at4751	Missing
279020at4751	Missing
280937at4751	Complete	k141_28028	4202	5188	+	301.6	237	https://www.orthodb.org/v10?query=280937at4751	S-methyl-5'-thioadenosine phosphorylase
281299at4751	Complete	k141_11321	40468	42240	+	260.5	277	https://www.orthodb.org/v10?query=281299at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
281726at4751	Complete	k141_11321	11425	12256	+	242.8	162	https://www.orthodb.org/v10?query=281726at4751	Proteasome subunit beta type
281920at4751	Complete	k141_18055	61228	62565	-	384.1	331	https://www.orthodb.org/v10?query=281920at4751	tRNA pseudouridine synthase
282059at4751	Complete	k141_27641	170684	171682	-	484.0	283	https://www.orthodb.org/v10?query=282059at4751	Pyruvate dehydrogenase E1 component subunit beta
282964at4751	Complete	k141_52585	133893	134777	-	200.6	167	https://www.orthodb.org/v10?query=282964at4751	Gtr1/RagA G protein
283177at4751	Complete	k141_10230	2151	3305	-	218.3	236	https://www.orthodb.org/v10?query=283177at4751	adenosylmethionine decarboxylase
284127at4751	Complete	k141_15687	65662	66810	-	491.5	297	https://www.orthodb.org/v10?query=284127at4751	S-adenosylmethionine synthase
284176at4751	Complete	k141_52585	113000	114100	-	124.9	126	https://www.orthodb.org/v10?query=284176at4751	Pseudouridine synthase
284287at4751	Complete	k141_16069	294426	296537	-	354.1	412	https://www.orthodb.org/v10?query=284287at4751	Pseudouridine synthase
284377at4751	Complete	k141_26550	107129	109510	-	598.8	515	https://www.orthodb.org/v10?query=284377at4751	Serine/threonine-protein kinase, active site
285254at4751	Complete	k141_16069	251202	252713	-	308.0	230	https://www.orthodb.org/v10?query=285254at4751	Glutamyl-tRNA synthetase
285477at4751	Complete	k141_10090	136699	137362	+	185.8	144	https://www.orthodb.org/v10?query=285477at4751	RNA polymerase II subunit A
285977at4751	Complete	k141_21099	99837	101111	+	209.4	230	https://www.orthodb.org/v10?query=285977at4751	Mitochondrial import inner membrane translocase subunit tim54
289666at4751	Complete	k141_5779	31270	32160	-	230.7	186	https://www.orthodb.org/v10?query=289666at4751	Diphthine synthase
289686at4751	Complete	k141_3903	52288	53184	+	38.0	62	https://www.orthodb.org/v10?query=289686at4751	Nucleotide exchange factor Fes1
290314at4751	Complete	k141_26550	224549	258740	+	413.2	273	https://www.orthodb.org/v10?query=290314at4751	Ribosomal protein L4/L1e
290471at4751	Missing
291828at4751	Missing
292336at4751	Complete	k141_17245	138715	140019	+	396.8	324	https://www.orthodb.org/v10?query=292336at4751	Glycylpeptide N-tetradecanoyltransferase
292418at4751	Complete	k141_1173	59436	60941	+	650.1	439	https://www.orthodb.org/v10?query=292418at4751	Pyruvate kinase
293405at4751	Complete	k141_31899	33207	34244	-	395.7	241	https://www.orthodb.org/v10?query=293405at4751	Lipoyl synthase, mitochondrial
295692at4751	Complete	k141_42321	132491	133294	+	35.9	72	https://www.orthodb.org/v10?query=295692at4751	Transcription initiation factor IIE subunit beta
295937at4751	Complete	k141_20094	32667	33659	-	298.0	211	https://www.orthodb.org/v10?query=295937at4751	KRR1 small subunit processome component
296024at4751	Complete	k141_26550	129227	130282	-	385.7	294	https://www.orthodb.org/v10?query=296024at4751	Translation initiation factor eIF-2B subunit beta
296643at4751	Complete	k141_49925	46719	47465	+	155.6	209	https://www.orthodb.org/v10?query=296643at4751	Ribosomal protein S5 domain 2-type fold
297145at4751	Missing
297671at4751	Complete	k141_14836	69652	71019	-	272.0	235	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
298335at4751	Complete	k141_6907	130074	131732	-	516.9	572	https://www.orthodb.org/v10?query=298335at4751	GPI transamidase component GAA1
298379at4751	Missing
299054at4751	Complete	k141_17245	210974	211972	+	237.1	253	https://www.orthodb.org/v10?query=299054at4751	SNARE
299330at4751	Complete	k141_47538	139408	140256	-	174.1	181	https://www.orthodb.org/v10?query=299330at4751	Exoribonuclease, phosphorolytic domain 1
299509at4751	Complete	k141_8523	105033	106148	-	420.7	295	https://www.orthodb.org/v10?query=299509at4751	Uroporphyrinogen decarboxylase
299559at4751	Complete	k141_10090	203384	204322	+	275.3	232	https://www.orthodb.org/v10?query=299559at4751	Ribosome production factor 2
299583at4751	Complete	k141_48015	4192	5127	-	113.6	128	https://www.orthodb.org/v10?query=299583at4751	Gtr1/RagA G protein
299611at4751	Missing
300016at4751	Fragmented	k141_21995	41934	42644	+	96.1	182	https://www.orthodb.org/v10?query=300016at4751	26S proteasome non-ATPase regulatory subunit 14
300216at4751	Complete	k141_29249	82692	83978	-	473.1	340	https://www.orthodb.org/v10?query=300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
302127at4751	Complete	k141_26550	75972	77399	+	233.4	321	https://www.orthodb.org/v10?query=302127at4751	Integral membrane protein
304341at4751	Complete	k141_10090	314909	315730	-	253.6	187	https://www.orthodb.org/v10?query=304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
304453at4751	Complete	k141_42321	252714	253880	-	103.0	208	https://www.orthodb.org/v10?query=304453at4751	V-type proton ATPase subunit C
304547at4751	Complete	k141_26453	155097	156368	-	72.2	223	https://www.orthodb.org/v10?query=304547at4751	Ribosome biogenesis protein NOP53
304733at4751	Complete	k141_21459	14734	15591	-	157.4	219	https://www.orthodb.org/v10?query=304733at4751	Vesicular-fusion protein sec17
305061at4751	Complete	k141_34725	2435	4780	-	402.4	367	https://www.orthodb.org/v10?query=305061at4751	Exocyst complex component Sec10-like
306594at4751	Missing
307144at4751	Complete	k141_10090	154124	156004	-	360.9	489	https://www.orthodb.org/v10?query=307144at4751	Rab-GTPase-TBC domain
308236at4751	Complete	k141_45424	8106	10277	-	472.9	483	https://www.orthodb.org/v10?query=308236at4751	Sda1
308816at4751	Missing
310718at4751	Missing
310891at4751	Complete	k141_26550	192148	194202	-	432.5	544	https://www.orthodb.org/v10?query=310891at4751	Pre-mRNA-splicing factor cef1
311048at4751	Complete	k141_1091	16946	17893	-	178.5	184	https://www.orthodb.org/v10?query=311048at4751	Deoxyhypusine hydroxylase
311254at4751	Complete	k141_31279	217824	219119	-	261.5	358	https://www.orthodb.org/v10?query=311254at4751	Nuclear segregation protein
312080at4751	Complete	k141_31279	187630	191026	+	292.7	274	https://www.orthodb.org/v10?query=312080at4751	Autophagy-related protein 3
312209at4751	Complete	k141_52585	107286	108014	-	66.6	107	https://www.orthodb.org/v10?query=312209at4751	adenine nucleotide alpha hydrolases-like protein
312950at4751	Complete	k141_44997	107995	109005	-	240.1	207	https://www.orthodb.org/v10?query=312950at4751	Cell division cycle protein 123
315551at4751	Complete	k141_8111	42458	43477	+	467.4	288	https://www.orthodb.org/v10?query=315551at4751	Delta-aminolevulinic acid dehydratase
315639at4751	Complete	k141_16784	61874	63136	+	264.5	262	https://www.orthodb.org/v10?query=315639at4751	Rhodanese-like domain
315799at4751	Missing
315802at4751	Complete	k141_26550	187136	189666	+	195.4	205	https://www.orthodb.org/v10?query=315802at4751	tRNA dimethylallyltransferase
316254at4751	Complete	k141_47538	135920	137119	-	187.1	241	https://www.orthodb.org/v10?query=316254at4751	glycosyltransferase family 50 protein
316920at4751	Complete	k141_29249	35551	37152	-	140.8	179	https://www.orthodb.org/v10?query=316920at4751	Lysophospholipid acyltransferase
317276at4751	Complete	k141_20094	177262	178437	-	404.5	285	https://www.orthodb.org/v10?query=317276at4751	Protein kinase domain
317335at4751	Complete	k141_15687	42851	43918	+	232.1	250	https://www.orthodb.org/v10?query=317335at4751	Anthranilate phosphoribosyltransferase
319121at4751	Missing
320163at4751	Complete	k141_10090	267040	268440	-	236.5	281	https://www.orthodb.org/v10?query=320163at4751	Ribonuclease Nob1, eukaryote
320638at4751	Complete	k141_16069	489206	490519	-	608.9	424	https://www.orthodb.org/v10?query=320638at4751	Nucleotide-diphospho-sugar transferase
320777at4751	Complete	k141_16069	441558	442760	+	331.0	297	https://www.orthodb.org/v10?query=320777at4751	Translation initiation factor IF2/IF5
320782at4751	Complete	k141_31899	69707	70936	+	219.0	306	https://www.orthodb.org/v10?query=320782at4751	RNA polymerase I associated factor, A49-like protein
321416at4751	Complete	k141_41292	18645	21176	-	523.6	595	https://www.orthodb.org/v10?query=321416at4751	Pre-mRNA-splicing factor syf1
321585at4751	Complete	k141_34611	4576	5421	+	347.6	246	https://www.orthodb.org/v10?query=321585at4751	U3 small nucleolar ribonucleoprotein IMP4
321728at4751	Missing
322254at4751	Complete	k141_8111	121844	124274	-	111.3	192	https://www.orthodb.org/v10?query=322254at4751	Histone acetyltransferase type B catalytic subunit
322267at4751	Complete	k141_10230	150628	152318	+	101.3	205	https://www.orthodb.org/v10?query=322267at4751	ubiquitin carboxyl-terminal hydrolase
323327at4751	Complete	k141_875	70581	71489	+	258.8	232	https://www.orthodb.org/v10?query=323327at4751	Translation initiation factor eIF-2B subunit alpha
324442at4751	Complete	k141_16069	335833	336855	+	89.7	89	https://www.orthodb.org/v10?query=324442at4751	Cell division control protein 73, C-terminal
325992at4751	Complete	k141_15687	54422	55230	-	75.0	110	https://www.orthodb.org/v10?query=325992at4751	Protein BCP1
326512at4751	Complete	k141_31899	97498	98607	+	88.9	176	https://www.orthodb.org/v10?query=326512at4751	WD40-repeat-containing domain
326649at4751	Complete	k141_16069	154615	156231	+	507.3	415	https://www.orthodb.org/v10?query=326649at4751	Phosphoacetylglucosamine mutase
327672at4751	Complete	k141_5779	77068	78006	+	185.0	226	https://www.orthodb.org/v10?query=327672at4751	CDK-activating kinase assembly factor MAT1
327748at4751	Missing
327884at4751	Complete	k141_14836	99248	100186	-	367.9	258	https://www.orthodb.org/v10?query=327884at4751	60S acidic ribosomal protein P0
